id,government_id,diagnosed_date,age,gender,detected_city,detected_district,detected_state,nationality,current_status,status_change_date,notes
247,US-896278,08/07/2023,3,F,Colleenside,Carlsonview,Nevada,USA,Recovered,23/09/2023,N/A
248,US-603117,24/05/2023,,M,Tiffanyfort,West Julie,Nevada,USA,Recovered,30/12/2022,N/A
249,US-586591,28/09/2023,86,M,Rodriguezfort,North Bethanybury,New Jersey,USA,Recovered,17/06/2023,N/A
250,US-930969,18/10/2023,14,M,Pamelastad,Bradleyton,Colorado,USA,Hospitalized,15/07/2023,N/A
251,US-394578,16/07/2023,37,M,Mannington,Lake Jessicafort,Michigan,USA,Deceased,15/09/2023,N/A
252,US-701327,21/10/2023,64,F,South Carlton,Port Stephenhaven,Pennsylvania,USA,Hospitalized,01/11/2023,N/A
253,US-385293,09/10/2023,57,M,West Christina,Meaganhaven,Vermont,USA,Recovered,19/09/2023,N/A
254,US-22930,11/01/2023,,M,Lamside,Danielston,North Dakota,USA,Hospitalized,17/09/2023,N/A
255,US-979566,07/05/2023,,M,North Heather,Jeffreyton,Pennsylvania,USA,Hospitalized,27/12/2022,N/A
256,US-700353,28/07/2023,79,M,Lake Wandabury,Brucemouth,Arizona,USA,Recovered,16/10/2023,N/A
257,US-696301,30/08/2023,,M,South Bobby,North Dustin,Michigan,USA,Recovered,25/11/2023,N/A
258,US-840799,18/03/2023,,F,Lake Melanie,Ryanchester,Alaska,USA,Deceased,04/12/2023,N/A
259,US-143456,13/07/2023,85,,Williamsshire,Conniebury,Mississippi,USA,Deceased,03/12/2023,N/A
260,US-826643,02/02/2023,11,F,Lake Davidchester,Keithchester,Wyoming,USA,Recovered,06/04/2023,N/A
261,US-509906,15/11/2023,57,,Angelamouth,Port William,Tennessee,USA,Deceased,20/10/2023,N/A
262,US-157934,21/02/2023,,M,West Ray,North Gabriel,Kentucky,USA,Recovered,28/02/2023,N/A
263,US-730229,02/01/2023,48,M,Hayesport,Brownland,North Dakota,USA,Deceased,20/12/2022,N/A
264,US-706398,20/05/2023,72,F,South Richardstad,Rebeccaberg,Minnesota,USA,Hospitalized,07/02/2023,N/A
265,US-950193,15/05/2023,58,F,Kaneville,West Justin,Missouri,USA,Recovered,28/08/2023,N/A
266,US-526964,22/11/2023,81,M,Chasemouth,Port Kathy,Minnesota,USA,Recovered,06/04/2023,N/A
267,US-942799,16/05/2023,72,M,Lake Aprilchester,South Taylor,Colorado,USA,Hospitalized,17/11/2023,N/A
268,US-958887,14/09/2023,61,M,Cassiemouth,Berryborough,Wyoming,USA,Recovered,30/11/2023,N/A
269,US-149920,31/05/2023,21,F,Valentineberg,South Michelleshire,Missouri,USA,Hospitalized,12/03/2023,N/A
270,US-657169,08/08/2023,23,F,Lambertville,Lindseyburgh,New Jersey,USA,Hospitalized,15/08/2023,N/A
271,US-210020,03/08/2023,77,M,East Priscilla,Sanchezport,Mississippi,USA,Hospitalized,02/12/2023,N/A
272,US-93470,11/11/2023,53,F,Linport,North Brianshire,Ohio,USA,Deceased,11/02/2023,N/A
273,US-62381,24/10/2023,31,M,Gregorychester,North Shanemouth,Michigan,USA,Deceased,26/06/2023,N/A
274,US-876990,23/08/2023,7,M,Kevinstad,Francoberg,Michigan,USA,Hospitalized,11/06/2023,N/A
275,US-824769,02/08/2023,,,Kathystad,Deborahland,Michigan,USA,Deceased,09/07/2023,N/A
276,US-469199,20/08/2023,,,Martinezshire,North Charlestown,Virginia,USA,Recovered,31/01/2023,N/A
277,US-838830,18/04/2023,93,F,Lake Elizabeth,Garciamouth,Indiana,USA,Deceased,13/06/2023,N/A
278,US-264319,14/10/2023,99,F,North Sara,Shawport,Illinois,USA,Hospitalized,09/04/2023,N/A
279,US-625523,01/10/2023,89,M,Breannabury,North Katherine,Kansas,USA,Recovered,26/11/2023,N/A
280,US-5088,01/03/2023,,F,New Micheleport,Brandonbury,Michigan,USA,Deceased,03/02/2023,N/A
281,US-859704,02/08/2023,68,F,Lake Danielle,North Janice,Maine,USA,Recovered,18/01/2023,N/A
282,US-260638,09/07/2023,3,M,Fosterhaven,Davidberg,Maine,USA,Hospitalized,15/12/2022,N/A
283,US-585540,16/11/2023,,F,Garciahaven,South Danielside,Georgia,USA,Hospitalized,20/05/2023,N/A
284,US-831924,28/01/2023,55,F,East Ashleymouth,West Nancy,Montana,USA,Deceased,13/04/2023,N/A
285,US-989043,03/07/2023,37,M,Port Emilyview,New William,Hawaii,USA,Deceased,04/07/2023,N/A
286,US-21581,06/04/2023,95,F,West Jesse,Juliashire,New York,USA,Deceased,10/01/2023,N/A
287,US-583329,16/08/2023,,F,Karenchester,East Michelle,Florida,USA,Recovered,20/08/2023,N/A
288,US-424228,07/09/2023,28,F,Derekshire,New Calvin,Rhode Island,USA,Recovered,26/12/2022,N/A
289,US-510723,22/04/2023,,M,North Christopher,Robertmouth,Kentucky,USA,Deceased,04/05/2023,N/A
290,US-818672,17/01/2023,98,M,Port Rhonda,Waltersstad,Washington,USA,Hospitalized,09/03/2023,N/A
291,US-915527,17/11/2023,82,M,North Davidmouth,Kevinville,North Carolina,USA,Deceased,23/01/2023,N/A
292,US-17648,19/07/2023,,F,Michaelstad,North Taraview,Hawaii,USA,Hospitalized,20/05/2023,N/A
293,US-607769,03/01/2023,52,M,East Barbara,West James,New Jersey,USA,Deceased,09/07/2023,N/A
294,US-469689,05/10/2023,47,M,West Scottside,Lake Stevenshire,Indiana,USA,Deceased,21/06/2023,N/A
295,US-620105,30/09/2023,60,F,East Matthew,Timothytown,Oklahoma,USA,Hospitalized,14/03/2023,N/A
296,US-737777,06/02/2023,21,M,Castroville,Garyside,Utah,USA,Hospitalized,20/03/2023,N/A
297,US-459205,17/04/2023,65,F,East Charlene,Brookeberg,Massachusetts,USA,Recovered,12/05/2023,N/A
298,US-486569,15/08/2023,70,M,West Paulfurt,Port Douglas,Utah,USA,Deceased,01/10/2023,N/A
299,US-825144,09/04/2023,,M,Youngfort,Karaberg,South Carolina,USA,Recovered,27/04/2023,N/A
300,US-569756,18/11/2023,,F,Lake Christine,Mauricemouth,Tennessee,USA,Recovered,15/09/2023,N/A
301,US-17719,05/10/2023,54,F,New Christopherville,Port Kelli,Louisiana,USA,Recovered,09/09/2023,N/A
302,US-841101,02/04/2023,28,F,Lake David,East Drew,South Carolina,USA,Hospitalized,19/03/2023,N/A
303,US-527317,14/08/2023,,M,New Jerome,Bonnieville,Idaho,USA,Hospitalized,06/08/2023,N/A
304,US-227275,20/11/2023,18,M,Lake Walter,Port Susan,Nevada,USA,Hospitalized,26/02/2023,N/A
305,US-559855,05/05/2023,,M,Danielport,South Benjaminfurt,Georgia,USA,Hospitalized,22/11/2023,N/A
306,US-213360,31/05/2023,74,,Wendyburgh,West Richard,Nevada,USA,Hospitalized,22/07/2023,N/A
307,US-77656,11/03/2023,,F,East Patrick,West Timothy,New Jersey,USA,Recovered,09/11/2023,N/A
308,US-694799,16/07/2023,44,F,Robertburgh,North Abigail,New Jersey,USA,Recovered,23/04/2023,N/A
309,US-554266,04/01/2023,94,,Pageview,East Scott,California,USA,Deceased,10/05/2023,N/A
310,US-568830,08/10/2023,60,M,East Dawnberg,Nelsonside,New Hampshire,USA,Deceased,09/10/2023,N/A
311,US-943282,08/01/2023,2,M,Port Sarah,Levinechester,Tennessee,USA,Hospitalized,14/05/2023,N/A
312,US-619681,25/02/2023,74,M,Michaelberg,North Danielleburgh,Wisconsin,USA,Deceased,27/05/2023,N/A
313,US-877282,05/07/2023,10,,New Beverly,Port Tammy,Alabama,USA,Hospitalized,19/02/2023,N/A
314,US-40764,16/11/2023,69,,Port Adrianport,Patriciachester,Hawaii,USA,Deceased,12/01/2023,N/A
315,US-728049,13/12/2022,,M,Jesusville,North Annachester,Wyoming,USA,Hospitalized,25/01/2023,N/A
316,US-650627,13/07/2023,77,F,Monicafort,Jessicaberg,Maryland,USA,Recovered,14/12/2022,N/A
317,US-776850,10/04/2023,67,M,Fernandezview,Powellmouth,Nebraska,USA,Hospitalized,31/07/2023,N/A
318,US-226479,01/09/2023,48,F,Gregoryberg,Johntown,Kansas,USA,Hospitalized,12/01/2023,N/A
319,US-923878,13/08/2023,,F,Jodybury,Malloryberg,Tennessee,USA,Deceased,21/01/2023,N/A
320,US-639051,09/11/2023,55,F,Port Holly,Brittanyport,New Mexico,USA,Hospitalized,16/12/2022,N/A
321,US-130862,30/05/2023,53,M,East Geraldton,Hallland,Georgia,USA,Recovered,28/07/2023,N/A
322,US-959412,10/08/2023,4,M,Natalieside,Taylorshire,Kentucky,USA,Deceased,30/10/2023,N/A
323,US-748585,15/02/2023,,F,Lake Latoya,New Alexander,Nebraska,USA,Recovered,06/11/2023,N/A
324,US-328356,06/06/2023,28,M,Elliottport,North Heather,Louisiana,USA,Recovered,31/10/2023,N/A
325,US-228772,07/03/2023,42,M,North Louis,West Danahaven,West Virginia,USA,Deceased,27/01/2023,N/A
326,US-71189,13/01/2023,,M,East Mark,Port Jason,Rhode Island,USA,Recovered,09/03/2023,N/A
327,US-189112,04/07/2023,86,M,East Hollyfort,New Zacharyborough,Rhode Island,USA,Deceased,01/09/2023,N/A
328,US-474633,31/10/2023,,F,Jenniferfurt,Zavalaview,Georgia,USA,Hospitalized,23/05/2023,N/A
329,US-404091,03/12/2023,,F,Thompsonland,North Danielberg,Washington,USA,Hospitalized,27/12/2022,N/A
330,US-600479,15/10/2023,,F,South Emilychester,Teresatown,Massachusetts,USA,Recovered,16/12/2022,N/A
331,US-798260,30/12/2022,,F,New Melanieland,North Walterberg,New Mexico,USA,Recovered,24/08/2023,N/A
332,US-555379,29/11/2023,,M,West Travis,Kimberlyton,Oregon,USA,Deceased,20/03/2023,N/A
333,US-746540,31/05/2023,10,F,Reyeston,Maryburgh,Minnesota,USA,Deceased,10/11/2023,N/A
334,US-869349,30/03/2023,,M,West Amy,Sextontown,Tennessee,USA,Deceased,20/09/2023,N/A
335,US-808303,25/07/2023,82,F,North Briana,Lake Erik,North Carolina,USA,Hospitalized,17/06/2023,N/A
336,US-250275,23/05/2023,,F,East Austin,Jonesville,Michigan,USA,Recovered,31/07/2023,N/A
337,US-198602,03/07/2023,,F,New Anthony,Port Josephfort,Wyoming,USA,Recovered,20/09/2023,N/A
338,US-286626,08/08/2023,,M,Port Tammy,East Nathan,New York,USA,Hospitalized,16/10/2023,N/A
339,US-762447,17/03/2023,,F,Jeffreyberg,South Davidmouth,New York,USA,Deceased,14/08/2023,N/A
340,US-488145,25/06/2023,78,F,Millshaven,Johnsonview,Maryland,USA,Recovered,24/10/2023,N/A
341,US-398435,26/12/2022,,F,South Jefferyborough,South Christopherbury,Arizona,USA,Deceased,30/01/2023,N/A
342,US-150262,30/09/2023,,F,Baileystad,South Ashley,Nebraska,USA,Deceased,04/09/2023,N/A
343,US-806762,25/02/2023,35,F,Robertsfort,Russellland,Alaska,USA,Deceased,29/08/2023,N/A
344,US-972208,06/08/2023,17,,Port Jamesbury,Davischester,Texas,USA,Recovered,08/07/2023,N/A
345,US-666818,22/05/2023,73,M,East Juan,Butlertown,Montana,USA,Deceased,22/12/2022,N/A
346,US-949945,17/01/2023,,F,Brianaside,Port Christopher,Tennessee,USA,Deceased,24/12/2022,N/A
347,US-947787,02/07/2023,42,M,Lake Pam,Smithberg,South Carolina,USA,Hospitalized,09/03/2023,N/A
348,US-169216,10/12/2022,4,F,Riveraport,Kathleenhaven,West Virginia,USA,Deceased,28/02/2023,N/A
349,US-490556,02/08/2023,43,M,West Michael,Jamesmouth,Montana,USA,Recovered,16/03/2023,N/A
350,US-797070,28/05/2023,91,M,Amandaberg,New Misty,Kansas,USA,Deceased,17/06/2023,N/A
351,US-561640,04/07/2023,44,M,Jonhaven,Kimberlyport,Washington,USA,Recovered,30/10/2023,N/A
352,US-988447,21/01/2023,35,F,East Patrick,Smithland,South Dakota,USA,Deceased,17/03/2023,N/A
353,US-613637,14/03/2023,25,M,Vazquezville,Lake Danielleside,Tennessee,USA,Deceased,05/05/2023,N/A
354,US-33566,03/12/2023,62,M,Lake Desiree,Gomezberg,Mississippi,USA,Hospitalized,12/12/2022,N/A
355,US-137542,20/08/2023,,F,Smithport,Robertview,Mississippi,USA,Deceased,02/02/2023,N/A
356,US-890111,13/11/2023,,M,South Andrewview,Penaport,Missouri,USA,Deceased,13/05/2023,N/A
357,US-769784,16/03/2023,,,North Robertton,West Jennifer,Texas,USA,Hospitalized,28/08/2023,N/A
358,US-75006,10/09/2023,82,M,Dorseymouth,Ponceborough,Wisconsin,USA,Hospitalized,07/11/2023,N/A
359,US-233231,05/03/2023,76,,South Troyberg,Kathyview,Maryland,USA,Hospitalized,20/03/2023,N/A
360,US-648335,17/10/2023,,M,Port Markmouth,South Andrew,Texas,USA,Deceased,09/04/2023,N/A
361,US-604533,12/12/2022,92,,South Tara,Boydhaven,New Mexico,USA,Recovered,30/10/2023,N/A
362,US-524988,27/09/2023,82,F,Mercadoland,Patriciaville,Maine,USA,Hospitalized,07/09/2023,N/A
363,US-330785,19/11/2023,74,F,Knoxfort,Daltonport,South Dakota,USA,Hospitalized,06/08/2023,N/A
364,US-618021,08/11/2023,36,M,East Robert,New Mercedes,North Dakota,USA,Recovered,27/07/2023,N/A
365,US-567012,17/11/2023,3,F,Smithton,East Victoria,South Carolina,USA,Recovered,27/10/2023,N/A
366,US-126062,13/02/2023,67,M,South Susanhaven,Karlaburgh,Louisiana,USA,Deceased,20/03/2023,N/A
367,US-159394,25/08/2023,,M,Jacquelineview,Port Josephland,Delaware,USA,Deceased,02/07/2023,N/A
368,US-965005,14/06/2023,73,,Lindafurt,North Jennifermouth,Colorado,USA,Hospitalized,02/04/2023,N/A
369,US-747802,12/10/2023,,F,Andrewview,East Jacob,Tennessee,USA,Hospitalized,14/02/2023,N/A
370,US-218538,28/04/2023,,M,Martinezfort,North Sarahtown,Delaware,USA,Recovered,08/10/2023,N/A
371,US-388614,22/09/2023,29,F,West Christopher,Maciastown,Michigan,USA,Deceased,11/09/2023,N/A
372,US-656067,04/03/2023,,F,New Brandonland,Cynthiaside,Rhode Island,USA,Recovered,27/09/2023,N/A
373,US-312918,08/11/2023,63,,Bowenmouth,Youngmouth,Montana,USA,Recovered,14/06/2023,N/A
374,US-677898,26/05/2023,,M,Jordanstad,Bennettburgh,Nevada,USA,Recovered,14/06/2023,N/A
375,US-273820,30/01/2023,48,M,Hamptonport,Hillport,North Carolina,USA,Deceased,12/12/2022,N/A
376,US-124355,23/02/2023,36,F,South Michael,Joshualand,New York,USA,Recovered,21/05/2023,N/A
377,US-756374,13/03/2023,88,,Port Misty,Patriciafort,Nebraska,USA,Deceased,11/10/2023,N/A
378,US-208069,22/03/2023,15,M,West Emilybury,North Nicole,Montana,USA,Deceased,28/10/2023,N/A
379,US-104721,24/10/2023,67,F,East Lisafort,Griffithhaven,Nevada,USA,Recovered,02/08/2023,N/A
380,US-908662,11/01/2023,21,F,New Theresa,Barbaramouth,Arizona,USA,Deceased,05/09/2023,N/A
381,US-157179,31/07/2023,1,F,Lauraport,Seanburgh,Tennessee,USA,Recovered,26/08/2023,N/A
382,US-965348,13/11/2023,19,M,Rosefort,North Tomville,California,USA,Recovered,08/07/2023,N/A
383,US-840738,16/03/2023,4,M,Kentburgh,Smithshire,Nebraska,USA,Hospitalized,17/04/2023,N/A
384,US-46633,27/01/2023,86,F,Williamborough,Veronicaville,Oklahoma,USA,Hospitalized,07/01/2023,N/A
385,US-969961,26/01/2023,,F,East Patrickmouth,East Stacy,Hawaii,USA,Deceased,07/05/2023,N/A
386,US-322588,19/01/2023,31,M,Jasonstad,Kathyfort,New Jersey,USA,Deceased,07/02/2023,N/A
387,US-74805,26/06/2023,40,F,Johnsonberg,Martinezland,New Hampshire,USA,Hospitalized,13/02/2023,N/A
388,US-70753,03/08/2023,66,M,Rodrigueztown,Donaldside,Vermont,USA,Deceased,28/01/2023,N/A
389,US-836125,31/12/2022,91,F,Jacksonmouth,Petersonview,Wyoming,USA,Recovered,29/06/2023,N/A
390,US-524178,29/09/2023,47,M,Orrhaven,Kevinstad,Delaware,USA,Hospitalized,21/08/2023,N/A
391,US-185838,21/01/2023,,F,Rhodesville,Nicoletown,Arkansas,USA,Deceased,25/05/2023,N/A
392,US-146126,19/04/2023,7,F,Stephenstown,Nicholasmouth,Maryland,USA,Deceased,03/04/2023,N/A
393,US-418750,16/11/2023,62,F,Goodwinburgh,Michaelland,Tennessee,USA,Deceased,26/08/2023,N/A
394,US-374651,25/01/2023,66,F,West Shane,Robertland,Vermont,USA,Hospitalized,13/10/2023,N/A
395,US-586253,17/06/2023,,F,Port Ryanchester,Dianefurt,Vermont,USA,Recovered,16/11/2023,N/A
396,US-25757,13/02/2023,83,M,Anthonybury,Milesfurt,Kansas,USA,Deceased,31/05/2023,N/A
397,US-187627,21/06/2023,38,M,Cooktown,New Paulport,Michigan,USA,Deceased,22/01/2023,N/A
398,US-688871,04/04/2023,,F,Kimstad,Porterborough,Washington,USA,Recovered,15/07/2023,N/A
399,US-654576,14/06/2023,,M,Olsenville,Galvanshire,Maine,USA,Deceased,01/03/2023,N/A
400,US-839362,12/04/2023,83,F,Robertmouth,Schmittfurt,West Virginia,USA,Recovered,27/09/2023,N/A
401,US-931573,08/10/2023,53,F,West Robertland,South Lisa,Missouri,USA,Hospitalized,06/04/2023,N/A
402,US-605764,16/09/2023,75,F,Lake Miguelfort,Cherryberg,Vermont,USA,Hospitalized,13/05/2023,N/A
403,US-158494,04/06/2023,66,,Hodgeschester,Collinschester,Ohio,USA,Recovered,26/03/2023,N/A
404,US-741359,20/06/2023,74,,South Antonio,Port Hannahfurt,Missouri,USA,Deceased,23/01/2023,N/A
405,US-178718,30/07/2023,12,,Port Colin,Port Claire,Oregon,USA,Deceased,14/05/2023,N/A
406,US-718143,30/03/2023,98,F,West Carl,Beckside,Missouri,USA,Recovered,02/02/2023,N/A
407,US-478511,03/07/2023,81,M,East Lisa,Lake Larryfort,Vermont,USA,Deceased,31/12/2022,N/A
408,US-501607,07/02/2023,36,M,East Aaron,Youngton,Texas,USA,Recovered,03/11/2023,N/A
409,US-912101,20/03/2023,83,F,Reedstad,Port Andrewfurt,North Carolina,USA,Recovered,13/03/2023,N/A
410,US-749011,18/02/2023,45,M,Bellfort,East Michelle,Mississippi,USA,Hospitalized,06/01/2023,N/A
411,US-777820,13/02/2023,48,F,South Vincentport,Phillipschester,Georgia,USA,Deceased,15/11/2023,N/A
412,US-986766,01/06/2023,80,F,Robertview,East Davidmouth,Vermont,USA,Deceased,06/03/2023,N/A
413,US-68885,07/09/2023,,M,Webbville,East Kimberly,Washington,USA,Deceased,19/08/2023,N/A
414,US-461039,17/09/2023,15,,Lake Victoriaport,Hallmouth,New Hampshire,USA,Recovered,06/08/2023,N/A
415,US-653258,17/09/2023,20,M,Stephenchester,Michelleville,Pennsylvania,USA,Recovered,05/08/2023,N/A
416,US-215625,03/10/2023,43,,Port Katherine,Barronville,Illinois,USA,Deceased,05/12/2023,N/A
417,US-525080,19/12/2022,83,F,West Brittany,Priceville,Nebraska,USA,Hospitalized,02/09/2023,N/A
418,US-118928,05/12/2023,5,M,Cookburgh,North Laurenport,Michigan,USA,Deceased,28/10/2023,N/A
419,US-703226,19/05/2023,,F,Carterborough,East Ryan,Wisconsin,USA,Hospitalized,27/01/2023,N/A
420,US-84906,27/05/2023,,F,East Courtneychester,Port Kimberly,Tennessee,USA,Recovered,25/05/2023,N/A
421,US-425179,16/09/2023,,F,Jonesview,Richardville,New Jersey,USA,Recovered,14/12/2022,N/A
422,US-315639,04/04/2023,31,F,Woodardport,Doylestad,Louisiana,USA,Recovered,20/12/2022,N/A
423,US-487627,17/05/2023,92,F,North Julia,Rachelstad,Alabama,USA,Deceased,07/08/2023,N/A
424,US-581337,02/12/2023,95,F,Delacruzland,South Susanbury,Kansas,USA,Deceased,04/06/2023,N/A
425,US-504651,26/05/2023,,F,Whiteland,New Williamfort,New Mexico,USA,Deceased,22/04/2023,N/A
426,US-583701,15/07/2023,25,M,South Michaelfurt,Brendaborough,Utah,USA,Recovered,26/11/2023,N/A
427,US-33595,25/06/2023,68,F,South Josemouth,Andersonshire,Montana,USA,Recovered,21/12/2022,N/A
428,US-157155,08/09/2023,41,F,Harrisonborough,South Ashleymouth,Hawaii,USA,Deceased,02/10/2023,N/A
429,US-101154,11/04/2023,35,,North Russell,Nelsonside,Alaska,USA,Recovered,01/06/2023,N/A
430,US-490334,10/09/2023,35,M,East Travisbury,Lake Julieville,Vermont,USA,Recovered,07/05/2023,N/A
431,US-734163,08/03/2023,85,F,North Tony,Thorntonfort,New Hampshire,USA,Recovered,10/02/2023,N/A
432,US-690163,20/01/2023,,F,Griffinmouth,Rebeccaborough,California,USA,Deceased,12/12/2022,N/A
433,US-665891,17/07/2023,29,F,Brandibury,South Mark,Oregon,USA,Recovered,07/02/2023,N/A
434,US-965596,07/07/2023,19,F,Perkinsberg,East Austinborough,Pennsylvania,USA,Hospitalized,15/02/2023,N/A
435,US-829158,25/12/2022,,M,Ashleyburgh,North Ross,Vermont,USA,Recovered,15/12/2022,N/A
436,US-601779,28/05/2023,14,M,South Sara,South Kimberlyport,New Hampshire,USA,Hospitalized,09/02/2023,N/A
437,US-584438,18/11/2023,5,F,Gainesberg,New Christy,Alaska,USA,Deceased,13/12/2022,N/A
438,US-35835,24/05/2023,34,M,South Brettport,South Michelle,Washington,USA,Deceased,13/07/2023,N/A
439,US-66038,23/12/2022,53,,East Brandon,Hoffmanburgh,Mississippi,USA,Recovered,20/02/2023,N/A
440,US-550334,08/12/2023,22,M,Leonport,Lake Robert,Texas,USA,Deceased,08/02/2023,N/A
441,US-448177,10/12/2023,,M,Jamesberg,South Davidside,North Carolina,USA,Deceased,29/12/2022,N/A
442,US-185821,19/08/2023,,M,Port Joseph,West Lisa,Minnesota,USA,Deceased,27/08/2023,N/A
443,US-973347,27/03/2023,33,M,Malonefurt,Lake Tiffany,New Mexico,USA,Deceased,07/10/2023,N/A
444,US-922336,29/01/2023,,M,East Deniseville,Jenniferhaven,Hawaii,USA,Deceased,08/01/2023,N/A
445,US-400955,21/02/2023,71,F,West Timothyburgh,New Curtisburgh,Montana,USA,Hospitalized,30/08/2023,N/A
446,US-112235,11/05/2023,35,F,Keithbury,New Geraldshire,Nevada,USA,Deceased,22/11/2023,N/A
447,US-542907,15/07/2023,22,M,Coopermouth,Ashleymouth,North Carolina,USA,Hospitalized,16/11/2023,N/A
448,US-658768,28/09/2023,,F,Kevinshire,Eileentown,West Virginia,USA,Hospitalized,18/02/2023,N/A
449,US-345585,16/04/2023,31,F,Mitchellshire,Lake Natasha,Indiana,USA,Hospitalized,16/09/2023,N/A
450,US-514702,23/04/2023,4,F,Christopherbury,Hughesborough,Florida,USA,Deceased,22/10/2023,N/A
451,US-810214,02/10/2023,39,M,Turnerborough,Blakestad,New Hampshire,USA,Hospitalized,14/06/2023,N/A
452,US-658365,09/11/2023,63,M,Hollystad,Hunterfort,Mississippi,USA,Recovered,06/02/2023,N/A
453,US-321233,16/03/2023,64,M,New Matthewberg,North Debbie,Utah,USA,Hospitalized,23/11/2023,N/A
454,US-277062,06/07/2023,92,F,Diamondtown,North Brianna,Massachusetts,USA,Recovered,24/03/2023,N/A
455,US-423796,28/02/2023,90,M,New Williammouth,Wrightview,Nebraska,USA,Recovered,11/04/2023,N/A
456,US-356131,01/01/2023,31,F,North Heather,Jonesville,Arkansas,USA,Hospitalized,22/07/2023,N/A
457,US-331367,10/01/2023,65,M,East Christine,Lake Brian,New Mexico,USA,Hospitalized,14/06/2023,N/A
458,US-679170,18/06/2023,67,F,Carolbury,West Leslie,Texas,USA,Recovered,12/12/2022,N/A
459,US-517664,16/02/2023,,F,Tammiefort,Thomaston,New Jersey,USA,Hospitalized,21/08/2023,N/A
460,US-433476,17/03/2023,1,F,West John,Lake Debraville,South Carolina,USA,Deceased,16/07/2023,N/A
461,US-567195,11/09/2023,,,Port John,North Candace,Arkansas,USA,Recovered,26/05/2023,N/A
462,US-269848,03/04/2023,35,M,North Kevintown,East Hayley,Maryland,USA,Recovered,22/03/2023,N/A
463,US-51098,05/08/2023,,M,Woodsborough,Danielleborough,Vermont,USA,Deceased,11/06/2023,N/A
464,US-316010,13/08/2023,,F,Tinaburgh,Michealchester,South Carolina,USA,Recovered,05/07/2023,N/A
465,US-146726,24/09/2023,52,M,Dylanmouth,West Danahaven,New Mexico,USA,Hospitalized,24/11/2023,N/A
466,US-102796,17/03/2023,13,M,Lake Allen,New Jennifer,Florida,USA,Recovered,10/04/2023,N/A
467,US-381754,22/09/2023,86,M,North Edwinfort,East Amanda,Alaska,USA,Deceased,24/06/2023,N/A
468,US-146219,15/10/2023,26,M,Villegastown,South Justinburgh,Arkansas,USA,Recovered,16/08/2023,N/A
469,US-889321,28/09/2023,56,F,Khanview,Cynthiaburgh,Wisconsin,USA,Deceased,22/04/2023,N/A
470,US-254664,18/11/2023,,F,Larsonland,East Deannabury,Idaho,USA,Recovered,09/04/2023,N/A
471,US-976585,04/02/2023,1,M,East Bradleyshire,Lake Juliebury,Utah,USA,Recovered,11/10/2023,N/A
472,US-237786,03/07/2023,49,M,Lake Daniel,New Helenland,Colorado,USA,Deceased,11/11/2023,N/A
473,US-98392,16/12/2022,98,F,Livingstonshire,Nelsonport,Indiana,USA,Deceased,04/05/2023,N/A
474,US-257970,02/11/2023,76,M,Welchville,East Michaelfurt,Wyoming,USA,Deceased,09/05/2023,N/A
475,US-739766,29/05/2023,,F,Port Tanyamouth,South Alan,Kentucky,USA,Hospitalized,05/09/2023,N/A
476,US-638914,06/01/2023,,M,Marissaville,West Shawnmouth,Iowa,USA,Hospitalized,23/01/2023,N/A
477,US-820675,23/10/2023,,M,Evansside,Port Patrickchester,Oklahoma,USA,Hospitalized,15/02/2023,N/A
478,US-248898,02/07/2023,53,F,Mcguirebury,New Leahside,Louisiana,USA,Recovered,23/04/2023,N/A
479,US-193879,20/01/2023,8,M,Seanview,Lake Kennethhaven,West Virginia,USA,Hospitalized,06/04/2023,N/A
